Year,Region,State,District,Lat,Lon,Rainfall_IMD_mm,Soil_Moisture_Historical,Mean_Temp_Historical,NDVI_Vegetation_Index,Soil_pH,Soil_Type,Nitrogen,Phosphorus,Potassium,Recommended_Crop,Historical_MSP_INR
2021,South_India,Tamil Nadu,Sivaganga,9.75,78.75,1394.5,0.25,25.0,0.89,5.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Sivaganga,9.75,78.75,769.2,0.25,25.0,0.68,6.8,Red & Laterite / Alfisols,Low,Medium,High,Cotton,6380
2023,South_India,Tamil Nadu,Sivaganga,9.75,78.75,1183.8,0.25,25.0,0.82,7.1,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2024,South_India,Tamil Nadu,Sivaganga,9.75,78.75,1082.2,0.25,25.0,0.79,6.8,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2015,South_India,Tamil Nadu,Tenkasi,9.0,77.25,1593.0,0.25,25.0,0.93,6.1,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2016,South_India,Tamil Nadu,Tenkasi,9.0,77.25,447.2,0.25,25.0,0.57,6.7,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2017,South_India,Tamil Nadu,Tenkasi,9.0,77.25,1065.0,0.25,25.0,0.78,7.2,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2018,South_India,Tamil Nadu,Tenkasi,9.0,77.25,1334.1,0.25,25.0,0.87,6.4,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2019,South_India,Tamil Nadu,Tenkasi,9.0,77.25,1144.2,0.25,25.0,0.81,7.5,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2020,South_India,Tamil Nadu,Tenkasi,9.0,77.25,836.1,0.25,25.0,0.7,6.6,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5825
2021,South_India,Tamil Nadu,Tenkasi,9.0,77.25,1420.2,0.25,25.0,0.9,6.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Tenkasi,9.0,77.25,925.1,0.25,25.0,0.73,7.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,6380
2023,South_India,Tamil Nadu,Tenkasi,9.0,77.25,1388.5,0.25,25.0,0.89,7.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2024,South_India,Tamil Nadu,Tenkasi,9.0,77.25,1071.7,0.25,25.0,0.78,6.5,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2015,South_India,Tamil Nadu,Thanjavur,10.75,79.25,1070.1,0.25,25.0,0.78,7.0,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2016,South_India,Tamil Nadu,Thanjavur,10.75,79.25,495.6,0.25,25.0,0.59,6.8,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2017,South_India,Tamil Nadu,Thanjavur,10.75,79.25,1148.7,0.25,25.0,0.81,6.5,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2018,South_India,Tamil Nadu,Thanjavur,10.75,79.25,985.1,0.25,25.0,0.75,6.2,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5450
2019,South_India,Tamil Nadu,Thanjavur,10.75,79.25,1073.6,0.25,25.0,0.78,6.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2020,South_India,Tamil Nadu,Thanjavur,10.75,79.25,1260.5,0.25,25.0,0.85,7.2,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2021,South_India,Tamil Nadu,Thanjavur,10.75,79.25,1654.4,0.25,25.0,0.93,7.4,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Thanjavur,10.75,79.25,1525.4,0.25,25.0,0.93,6.9,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2023,South_India,Tamil Nadu,Thanjavur,10.75,79.25,1226.4,0.25,25.0,0.83,6.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2024,South_India,Tamil Nadu,Thanjavur,10.75,79.25,1613.8,0.25,25.0,0.93,6.2,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2015,South_India,Tamil Nadu,Theni,10.0,77.75,1095.5,0.25,25.0,0.79,6.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2016,South_India,Tamil Nadu,Theni,10.0,77.75,544.6,0.25,25.0,0.61,6.5,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Tamil Nadu,Theni,10.0,77.75,901.4,0.25,25.0,0.73,7.2,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4320
2018,South_India,Tamil Nadu,Theni,10.0,77.75,804.0,0.25,25.0,0.69,6.9,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5450
2019,South_India,Tamil Nadu,Theni,10.0,77.75,718.3,0.25,25.0,0.66,5.6,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5550
2020,South_India,Tamil Nadu,Theni,10.0,77.75,953.2,0.25,25.0,0.74,6.7,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5825
2021,South_India,Tamil Nadu,Theni,10.0,77.75,1349.2,0.25,25.0,0.87,6.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Theni,10.0,77.75,1126.3,0.25,25.0,0.8,6.1,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2023,South_India,Tamil Nadu,Theni,10.0,77.75,732.1,0.25,25.0,0.67,5.8,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7020
2024,South_India,Tamil Nadu,Theni,10.0,77.75,889.8,0.25,25.0,0.72,5.5,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7521
2015,South_India,Tamil Nadu,Thoothukudi,8.75,78.25,-364635.0,0.25,25.0,-121.12,6.9,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2016,South_India,Tamil Nadu,Thoothukudi,8.75,78.25,-365634.0,0.25,25.0,-121.45,7.2,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2017,South_India,Tamil Nadu,Thoothukudi,8.75,78.25,-364635.0,0.25,25.0,-121.12,6.9,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2018,South_India,Tamil Nadu,Thoothukudi,8.75,78.25,-364635.0,0.25,25.0,-121.12,5.7,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2019,South_India,Tamil Nadu,Thoothukudi,8.75,78.25,-364635.0,0.25,25.0,-121.12,5.5,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2020,South_India,Tamil Nadu,Thoothukudi,8.75,78.25,-365634.0,0.25,25.0,-121.45,6.5,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2021,South_India,Tamil Nadu,Thoothukudi,8.75,78.25,-364635.0,0.25,25.0,-121.12,6.8,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2022,South_India,Tamil Nadu,Thoothukudi,8.75,78.25,-364635.0,0.25,25.0,-121.12,6.4,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2023,South_India,Tamil Nadu,Thoothukudi,8.75,78.25,-364635.0,0.25,25.0,-121.12,6.9,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2024,South_India,Tamil Nadu,Thoothukudi,8.75,78.25,-365634.0,0.25,25.0,-121.45,5.6,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2015,South_India,Tamil Nadu,Tiruchirappalli,10.75,78.75,897.7,0.25,25.0,0.72,6.9,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4100
2016,South_India,Tamil Nadu,Tiruchirappalli,10.75,78.75,592.4,0.25,25.0,0.62,6.9,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Tamil Nadu,Tiruchirappalli,10.75,78.75,975.8,0.25,25.0,0.75,6.2,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4320
2018,South_India,Tamil Nadu,Tiruchirappalli,10.75,78.75,538.6,0.25,25.0,0.6,6.7,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5450
2019,South_India,Tamil Nadu,Tiruchirappalli,10.75,78.75,991.0,0.25,25.0,0.76,5.6,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5550
2020,South_India,Tamil Nadu,Tiruchirappalli,10.75,78.75,900.3,0.25,25.0,0.73,6.9,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5825
2021,South_India,Tamil Nadu,Tiruchirappalli,10.75,78.75,1311.5,0.25,25.0,0.86,6.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Tiruchirappalli,10.75,78.75,978.7,0.25,25.0,0.75,6.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,6380
2023,South_India,Tamil Nadu,Tiruchirappalli,10.75,78.75,779.2,0.25,25.0,0.68,6.6,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7020
2024,South_India,Tamil Nadu,Tiruchirappalli,10.75,78.75,897.3,0.25,25.0,0.72,6.2,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7521
2015,South_India,Tamil Nadu,Tirunelveli,8.75,77.75,795.8,0.25,25.0,0.69,7.0,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4100
2016,South_India,Tamil Nadu,Tirunelveli,8.75,77.75,202.1,0.25,25.0,0.49,7.1,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2017,South_India,Tamil Nadu,Tirunelveli,8.75,77.75,702.3,0.25,25.0,0.66,6.4,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4320
2018,South_India,Tamil Nadu,Tirunelveli,8.75,77.75,531.3,0.25,25.0,0.6,7.5,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2019,South_India,Tamil Nadu,Tirunelveli,8.75,77.75,755.7,0.25,25.0,0.68,6.8,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5550
2020,South_India,Tamil Nadu,Tirunelveli,8.75,77.75,581.6,0.25,25.0,0.62,6.5,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5825
2021,South_India,Tamil Nadu,Tirunelveli,8.75,77.75,1037.2,0.25,25.0,0.77,5.8,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Tirunelveli,8.75,77.75,525.1,0.25,25.0,0.6,5.6,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2023,South_India,Tamil Nadu,Tirunelveli,8.75,77.75,1239.6,0.25,25.0,0.84,6.8,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2024,South_India,Tamil Nadu,Tirunelveli,8.75,77.75,665.3,0.25,25.0,0.65,5.6,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7521
2015,South_India,Tamil Nadu,Tirupattur,12.5,78.5,1253.0,0.25,25.0,0.84,5.7,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2016,South_India,Tamil Nadu,Tirupattur,12.5,78.5,620.4,0.25,25.0,0.63,7.2,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Tamil Nadu,Tirupattur,12.5,78.5,1078.3,0.25,25.0,0.78,5.7,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2018,South_India,Tamil Nadu,Tirupattur,12.5,78.5,607.3,0.25,25.0,0.63,7.4,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5450
2019,South_India,Tamil Nadu,Tirupattur,12.5,78.5,685.5,0.25,25.0,0.65,6.4,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5550
2020,South_India,Tamil Nadu,Tirupattur,12.5,78.5,1059.2,0.25,25.0,0.78,6.2,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2021,South_India,Tamil Nadu,Tirupattur,12.5,78.5,1314.9,0.25,25.0,0.86,7.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Tirupattur,12.5,78.5,1188.2,0.25,25.0,0.82,6.5,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2023,South_India,Tamil Nadu,Tirupattur,12.5,78.5,855.1,0.25,25.0,0.71,7.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7020
2024,South_India,Tamil Nadu,Tirupattur,12.5,78.5,1101.3,0.25,25.0,0.79,5.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2015,South_India,Tamil Nadu,Tirupur,11.25,77.25,846.3,0.25,25.0,0.71,6.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4100
2016,South_India,Tamil Nadu,Tirupur,11.25,77.25,387.6,0.25,25.0,0.55,5.8,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2017,South_India,Tamil Nadu,Tirupur,11.25,77.25,758.9,0.25,25.0,0.68,7.2,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4320
2018,South_India,Tamil Nadu,Tirupur,11.25,77.25,952.0,0.25,25.0,0.74,6.4,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5450
2019,South_India,Tamil Nadu,Tirupur,11.25,77.25,617.7,0.25,25.0,0.63,7.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5550
2020,South_India,Tamil Nadu,Tirupur,11.25,77.25,759.7,0.25,25.0,0.68,5.6,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5825
2021,South_India,Tamil Nadu,Tirupur,11.25,77.25,1035.1,0.25,25.0,0.77,6.5,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Tirupur,11.25,77.25,1011.4,0.25,25.0,0.76,6.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,6380
2023,South_India,Tamil Nadu,Tirupur,11.25,77.25,793.4,0.25,25.0,0.69,6.4,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7020
2024,South_India,Tamil Nadu,Tirupur,11.25,77.25,835.3,0.25,25.0,0.7,7.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7521
2015,South_India,Tamil Nadu,Tiruvallur,13.25,80.0,2342.6,0.25,25.0,0.93,7.2,Red & Laterite / Alfisols,Low,Medium,High,Jute,2700
2016,South_India,Tamil Nadu,Tiruvallur,13.25,80.0,963.6,0.25,25.0,0.75,6.8,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Tamil Nadu,Tiruvallur,13.25,80.0,1553.9,0.25,25.0,0.93,5.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2018,South_India,Tamil Nadu,Tiruvallur,13.25,80.0,942.7,0.25,25.0,0.74,7.0,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5450
2019,South_India,Tamil Nadu,Tiruvallur,13.25,80.0,1293.4,0.25,25.0,0.86,5.8,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2020,South_India,Tamil Nadu,Tiruvallur,13.25,80.0,1227.1,0.25,25.0,0.83,7.2,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2021,South_India,Tamil Nadu,Tiruvallur,13.25,80.0,2258.3,0.25,25.0,0.93,6.5,Red & Laterite / Alfisols,Low,Medium,High,Jute,4500
2022,South_India,Tamil Nadu,Tiruvallur,13.25,80.0,1527.3,0.25,25.0,0.93,6.0,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2023,South_India,Tamil Nadu,Tiruvallur,13.25,80.0,1604.1,0.25,25.0,0.93,5.7,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2024,South_India,Tamil Nadu,Tiruvallur,13.25,80.0,1834.4,0.25,25.0,0.93,5.5,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2015,South_India,Tamil Nadu,Tiruvannamalai,12.5,79.0,1228.1,0.25,25.0,0.83,5.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2016,South_India,Tamil Nadu,Tiruvannamalai,12.5,79.0,676.3,0.25,25.0,0.65,6.7,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Tamil Nadu,Tiruvannamalai,12.5,79.0,1555.6,0.25,25.0,0.93,6.5,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2018,South_India,Tamil Nadu,Tiruvannamalai,12.5,79.0,875.9,0.25,25.0,0.72,5.8,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5450
2019,South_India,Tamil Nadu,Tiruvannamalai,12.5,79.0,1323.4,0.25,25.0,0.87,7.0,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2020,South_India,Tamil Nadu,Tiruvannamalai,12.5,79.0,1390.5,0.25,25.0,0.89,6.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2021,South_India,Tamil Nadu,Tiruvannamalai,12.5,79.0,1807.7,0.25,25.0,0.93,6.4,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Tiruvannamalai,12.5,79.0,1163.8,0.25,25.0,0.81,7.1,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2023,South_India,Tamil Nadu,Tiruvannamalai,12.5,79.0,1371.5,0.25,25.0,0.88,6.2,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2024,South_India,Tamil Nadu,Tiruvannamalai,12.5,79.0,1137.8,0.25,25.0,0.8,5.5,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2015,South_India,Tamil Nadu,Tiruvarur,10.75,79.75,1857.5,0.25,25.0,0.93,6.0,Red & Laterite / Alfisols,Low,Medium,High,Jute,2700
2016,South_India,Tamil Nadu,Tiruvarur,10.75,79.75,695.4,0.25,25.0,0.66,6.4,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Tamil Nadu,Tiruvarur,10.75,79.75,1767.4,0.25,25.0,0.93,6.4,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2018,South_India,Tamil Nadu,Tiruvarur,10.75,79.75,1198.9,0.25,25.0,0.82,6.7,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2019,South_India,Tamil Nadu,Tiruvarur,10.75,79.75,1475.1,0.25,25.0,0.92,7.1,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2020,South_India,Tamil Nadu,Tiruvarur,10.75,79.75,1505.2,0.25,25.0,0.93,6.7,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2021,South_India,Tamil Nadu,Tiruvarur,10.75,79.75,2244.5,0.25,25.0,0.93,5.9,Red & Laterite / Alfisols,Low,Medium,High,Jute,4500
2022,South_India,Tamil Nadu,Tiruvarur,10.75,79.75,1324.1,0.25,25.0,0.87,7.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2023,South_India,Tamil Nadu,Tiruvarur,10.75,79.75,1473.4,0.25,25.0,0.92,5.5,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2024,South_India,Tamil Nadu,Tiruvarur,10.75,79.75,1703.1,0.25,25.0,0.93,6.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2015,South_India,Tamil Nadu,Vellore,13.0,79.25,1429.2,0.25,25.0,0.9,6.1,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2016,South_India,Tamil Nadu,Vellore,13.0,79.25,615.5,0.25,25.0,0.63,6.6,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Tamil Nadu,Vellore,13.0,79.25,906.7,0.25,25.0,0.73,5.7,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4320
2018,South_India,Tamil Nadu,Vellore,13.0,79.25,471.8,0.25,25.0,0.58,5.6,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2019,South_India,Tamil Nadu,Vellore,13.0,79.25,1047.6,0.25,25.0,0.77,5.7,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2020,South_India,Tamil Nadu,Vellore,13.0,79.25,1114.8,0.25,25.0,0.8,5.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2021,South_India,Tamil Nadu,Vellore,13.0,79.25,1674.2,0.25,25.0,0.93,7.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Vellore,13.0,79.25,1330.3,0.25,25.0,0.87,6.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2023,South_India,Tamil Nadu,Vellore,13.0,79.25,1147.2,0.25,25.0,0.81,6.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2024,South_India,Tamil Nadu,Vellore,13.0,79.25,1301.2,0.25,25.0,0.86,5.8,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2015,South_India,Tamil Nadu,Viluppuram,12.0,79.5,1450.4,0.25,25.0,0.91,7.1,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2016,South_India,Tamil Nadu,Viluppuram,12.0,79.5,692.9,0.25,25.0,0.66,7.4,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Tamil Nadu,Viluppuram,12.0,79.5,1263.0,0.25,25.0,0.85,5.7,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2018,South_India,Tamil Nadu,Viluppuram,12.0,79.5,932.9,0.25,25.0,0.74,7.4,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5450
2019,South_India,Tamil Nadu,Viluppuram,12.0,79.5,967.4,0.25,25.0,0.75,7.2,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5550
2020,South_India,Tamil Nadu,Viluppuram,12.0,79.5,1252.7,0.25,25.0,0.84,7.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2021,South_India,Tamil Nadu,Viluppuram,12.0,79.5,1960.4,0.25,25.0,0.93,6.7,Red & Laterite / Alfisols,Low,Medium,High,Jute,4500
2022,South_India,Tamil Nadu,Viluppuram,12.0,79.5,1038.9,0.25,25.0,0.77,7.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2023,South_India,Tamil Nadu,Viluppuram,12.0,79.5,1182.6,0.25,25.0,0.82,6.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2024,South_India,Tamil Nadu,Viluppuram,12.0,79.5,1614.8,0.25,25.0,0.93,7.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2015,South_India,Tamil Nadu,Virudhunagar,9.5,78.0,843.3,0.25,25.0,0.71,6.2,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4100
2016,South_India,Tamil Nadu,Virudhunagar,9.5,78.0,548.3,0.25,25.0,0.61,7.0,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Tamil Nadu,Virudhunagar,9.5,78.0,835.2,0.25,25.0,0.7,6.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4320
2018,South_India,Tamil Nadu,Virudhunagar,9.5,78.0,520.6,0.25,25.0,0.6,6.3,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2019,South_India,Tamil Nadu,Virudhunagar,9.5,78.0,590.4,0.25,25.0,0.62,6.2,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5550
2020,South_India,Tamil Nadu,Virudhunagar,9.5,78.0,782.1,0.25,25.0,0.69,7.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5825
2021,South_India,Tamil Nadu,Virudhunagar,9.5,78.0,951.7,0.25,25.0,0.74,7.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,6025
2022,South_India,Tamil Nadu,Virudhunagar,9.5,78.0,778.6,0.25,25.0,0.68,7.4,Red & Laterite / Alfisols,Low,Medium,High,Cotton,6380
2023,South_India,Tamil Nadu,Virudhunagar,9.5,78.0,1096.5,0.25,25.0,0.79,5.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2024,South_India,Tamil Nadu,Virudhunagar,9.5,78.0,895.3,0.25,25.0,0.72,5.5,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7521
2015,South_India,Telangana,Adilabad,19.75,78.5,955.9,0.25,25.0,0.74,5.9,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4100
2016,South_India,Telangana,Adilabad,19.75,78.5,1248.5,0.25,25.0,0.84,6.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2017,South_India,Telangana,Adilabad,19.75,78.5,983.7,0.25,25.0,0.75,7.0,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4320
2018,South_India,Telangana,Adilabad,19.75,78.5,1241.0,0.25,25.0,0.84,5.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2019,South_India,Telangana,Adilabad,19.75,78.5,850.8,0.25,25.0,0.71,5.9,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5550
2020,South_India,Telangana,Adilabad,19.75,78.5,937.0,0.25,25.0,0.74,6.2,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5825
2021,South_India,Telangana,Adilabad,19.75,78.5,1455.3,0.25,25.0,0.91,7.4,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Telangana,Adilabad,19.75,78.5,1515.9,0.25,25.0,0.93,6.1,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2023,South_India,Telangana,Adilabad,19.75,78.5,1304.1,0.25,25.0,0.86,6.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2024,South_India,Telangana,Adilabad,19.75,78.5,1125.3,0.25,25.0,0.8,5.7,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2015,South_India,Telangana,Hyderabad,17.25,78.5,602.3,0.25,25.0,0.63,5.5,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4100
2016,South_India,Telangana,Hyderabad,17.25,78.5,1269.3,0.25,25.0,0.85,6.2,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2017,South_India,Telangana,Hyderabad,17.25,78.5,796.0,0.25,25.0,0.69,7.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4320
2018,South_India,Telangana,Hyderabad,17.25,78.5,865.5,0.25,25.0,0.71,7.2,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5450
2019,South_India,Telangana,Hyderabad,17.25,78.5,776.7,0.25,25.0,0.68,6.0,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5550
2020,South_India,Telangana,Hyderabad,17.25,78.5,1635.8,0.25,25.0,0.93,7.2,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2021,South_India,Telangana,Hyderabad,17.25,78.5,1097.7,0.25,25.0,0.79,6.8,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Telangana,Hyderabad,17.25,78.5,1011.7,0.25,25.0,0.76,6.5,Red & Laterite / Alfisols,Low,Medium,High,Cotton,6380
2023,South_India,Telangana,Hyderabad,17.25,78.5,549.1,0.25,25.0,0.61,6.1,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7020
2024,South_India,Telangana,Hyderabad,17.25,78.5,618.5,0.25,25.0,0.63,6.9,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7521
2015,South_India,Telangana,Jagtial,18.75,79.0,972.3,0.25,25.0,0.75,6.8,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4100
2016,South_India,Telangana,Jagtial,18.75,79.0,1028.4,0.25,25.0,0.77,5.6,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Telangana,Jagtial,18.75,79.0,667.4,0.25,25.0,0.65,6.1,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4320
2018,South_India,Telangana,Jagtial,18.75,79.0,1028.4,0.25,25.0,0.77,7.1,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5450
2019,South_India,Telangana,Jagtial,18.75,79.0,1213.0,0.25,25.0,0.83,6.5,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
